docid,sentence,category
58,"The last agreement dated 29.9.2006, we are informed, superseded all previous agreements (including the technical know-how agreement of 1994, and the technical know-how agreement of 2000). ",6
58,"It is also the case of the appellant, that the intellectual property licence agreement dated 29.9.2006, was terminated by Enercon GmbH, on 8.12.2008. ",6
58,"It is submitted, that non-fulfillment of the obligations contained in the intellectual property licence agreement dated 29.9.2006, was the reason for such termination. ",6
58,"According to the appellant, Dr. Aloys Wobben, despite the termination of all intellectual property licence agreements with Enercon India Limited, respondent nos.1 to 3 herein, continued the use of the appellant's patents, and as such, the intellectual property rights belonging to the appellant, without due authority. ",2
58,This action by respondent nos. ,2
58,"1 to 3 has been of extreme detriment to the appellant, as his technical know-how was being exploited by the respondents, without consideration or authorisation. ",2
58,"According to the factual position depicted in the impugned order, passed by the High Court of Delhi (hereinafter referred to as, the High Court), Enercon India Limited, had filed 19 ""revocation petitions"" before the Intellectual Property Appellate Board (hereinafter referred to as the ""Appellate Board"") section 64(1) of the Patents Act, 1970 (hereinafter referred to as the 'Patents Act'), in January 2009. ",3
58,"Through the aforesaid petitions, Enercon India Limited had sought revocation of the patents held in the name of the appellant. ",6
58,"Dissatisfied with the action of Enercon India Limited, in having approached the ""Appellate Board"", Dr. Aloys Wobben filed a number of ""patent infringement suits"". ",6
58,"In these suits, he impleaded, inter alia, Yogesh Mehra, Ajay Mehra and Enercon India Limited. ",6
58,We are informed that the first such suit (bearing No. 1349 of 2009) was filed on 27.7.2009. ,6
58,"Three other similar suits (bearing nos. 1963 of 2009, 1967 of 2009 and 1968 of 2009) were instituted on 20.10.2009. ",6
58,"The fifth suit (bearing No. 176 of 2010) was instituted on 28.1.2010, the sixth suit (bearing No. 1305 of 2010) was filed on 2.7.2010. ",6
58,The last suit (bearing No. 1333 of 2010) was instituted on 5.7.2010. ,6
58,"In all 10 ""patent infringement suits"", were filed after Enercon India Limited had already instituted 19 ""revocation petitions"", before the ""Appellate Board"". ",6
58,"It would be pertinent to mention, that the ""patent infringement suits"" were filed by the appellant Dr. Aloys Wobben, before the High Court. ",6
58,"In the above suits, it was open to the contesting respondents, to raise as a ""counter-claim"", a prayer for the revocation of the patent, which constituted the basis of the ""patent infringement suit"". ",6
58,"After the appellant had filed the abovementioned ""infringement suits"", the respondents filed ""counter-claims"" in response to some of the ""infringement suits"". ",6
58,"Illustratively, in response to the first suit bearing No. 1349 of 2009, the ""counter-claim"" was filed on 9.9.2009; to the suit bearing No. 1963 of 2009, the ""counter-claim"" was filed on 30.1.2010; to the suit bearing No. 176 of 2010, the ""counter-claim"" was filed on 30.4.2010. ",6
58,"Likewise, ""counter-claims"" were filed in the other suits as well. ",6
58,"Enercon India Limited is stated to have also filed 4 further ""revocation petitions"" before the ""Appellate Board"", after the appellant's institution of the ""patent infringement suits"" (referred to above). ",6
58,"These ""revocation petitions"" were filed by the respondents in 2010 and 2011. ",6
58,"The preceding two paragraphs, as well as the instant paragraph, depict the timing of the filing of the ""revocation petitions"" (by the respondents), the ""infringement suits"" (by the appellant) and the ""counter-claims"" (by the respondents). ",6
58,"From the narration of the factual position recorded above, it is apparent, that the contesting respondents filed 23 ""revocation petitions"" before the ""Appellate Board"", praying for the revocation of the patents held in the name of the appellant. ",6
58,"Exactly the same prayer has been made by the contesting respondents, by way of the ""counter-claims"", filed in response to the ""patent infringement suits"". ",2
58,"It is not a matter of dispute, that a number of ""revocation petitions"" filed by the respondents, have been settled by the ""Appellate Board"", whereas, some are still pending consideration. ",6
58,"Despite the above, the same issues are being re-agitated by the respondents, before the High Court, through the ""counter-claims"". ",6
58,"The main contentions advanced by the learned counsel for the appellants, emerge from section 64 of the Patents Act. ",2
58,"For a complete understanding of the said contentions, it is essential to extract section 64 hereunder: ",0
58,"""section 64 - Revocation of patents-(1) Subject to the provisions contained in this Act, a patent, whether granted before or after the commencement of this Act, may, be revoked on a petition of any person interested or of the Central Government by the Appellate Board or on a counter-claim in a suit for infringement of the patent by the High Court on any of the following grounds that is to say- ",0
58,"(a) that the invention, so far as claimed in any claim of the complete specification, was claimed in a valid claim of earlier priority date contained in the complete specification of another patent granted in India; ",0
58,(b) that the patent was granted on the application of a person not entitled under the provisions of this Act to apply therefor; ,0
58,(c) that the patent was obtained wrongfully in contravention of the rights of the petitioner or any person under or through whom he claims; ,0
58,(d) that the subject of any claim of the complete specification is not an invention within the meaning of this Act; ,0
58,"(e) that the invention so far as claimed in any claim of the complete specification is not new, having regard to what was publicly known or publicly used in India before the priority date of the claim or to what was published in India or elsewhere in any of the documents referred to in section 13; ",0
58,"(f) that the invention so far as claimed in any claim of the complete specification is obvious or does not involve any inventive step, having regard to what was publicly known or publicly used in India or what was published in India or elsewhere before the priority date of the claim: ",0
58,"(g) that the invention, so far as claimed in any claim of the complete specification, is not useful; ",0
58,"(h) that the complete specification does not sufficiently and fairly describe the invention and the method by which it is to be performed, that is to say, that the description of the method or the instructions for the working of the invention as contained in the complete specification are not by themselves sufficient to enable a person in India possessing average skill in, and average knowledge of, the art to which the invention relates, to work the invention, or that it does not disclose the best method of performing it which was known to the applicant for the patent and for which he was entitled to claim protection; ",0
58,(i) that the scope of any claim of the complete specification is not sufficiently and clearly defined or that any claim of the complete specification is not fairly based on the matter disclosed in the specification; ,0
58,(j) that the patent was obtained on a false suggestion or representation; ,0
58,(k) that the subject of any claim of the complete specification is not patentable under this Act; ,0
58,"(l) that the invention so far as claimed in any claim of the complete specification was secretly used in India, otherwise than as mentioned in sub-section (3), before the priority date of the claim; ",0
58,(m) that the applicant for the patent has failed to disclose to the Controller the information required by section 8 or has furnished information which in any material particular was false to his knowledge; ,0
58,(n) that the applicant contravened any direction for secrecy passed section 35 or made or caused to be made an application for the grant of a patent outside India in contravention of section 39; ,0
58,(o) that leave to amend the complete specification section 57 or section 58 was obtained by fraud; ,0
58,(p) that the complete specification does not disclose or wrongly mentions the source or geographical origin of biological material used for the invention; ,0
58,"(q) that the invention so far as claimed in any claim of the complete specification was anticipated having regard to the knowledge, oral or otherwise, available within any local or indigenous community in India or elsewhere. ",0
58,(2) For the purposes of cls. ,0
58,(e) and (f) of sub-s. ,0
58,(a) no account shall be taken of personal document or secret trial or secret use; and ,0
58,"(b) where the patent is for a process or for a product as made by a process described or claimed, the importation into India of the product made abroad by that process shall constitute knowledge or use in India of the invention on the date of the importation, except where such importation has been for the purpose of reasonable trial or experiment only. ",0
58,(3) For the purpose of cl. ,0
58,(1) of sub-s. ,0
58,(1) no account shall be taken of any use of the invention- ,0
58,(a) for the purpose of reasonable trial or experiment only; or ,0
58,"(b) by the Government or by any person authorised by the Government or by a Government undertaking, in consequence of the applicant for the patent or any person from whom he derives title having communicated or disclosed the invention directly or indirectly to the Government or person authorised as aforesaid or to the Government undertaking; or ",0
58,"(c) by any other person, in consequence of the applicant for the patent or any person from whom he derives title having communicated or disclosed the invention, and without the consent or acquiescence of the applicant or of any person from whom he derives title. ",0
58,(4) Without prejudice to the provisions contained in sub-s. ,0
58,"(1) a patent may be revoked by the High Court on the petition of the Central Government, if the High Court is satisfied that the patentee has without reasonable cause failed to comply with the request of the Central Government to make, use or exercise the patented invention for the purposes of Government within the meaning of section 99 upon reasonable terms. ",0
58,"(5) A notice of any petition for revocation of a patent under this section shall be served on all persons appearing from the register to be proprietors of that patent or to have shares or interests therein and it shall not be necessary to serve a notice on any other person."" ",0
58,"Having extracted the relevant provision dealing with the revocation of a patent, relied upon by the learned counsel from the Patents Act, we shall endeavour to deal with the submissions advanced at the hands of the learned counsel for the appellants. ",1
58,"In our considered view, even though some of the submissions were differently worded, they were premised on exactly the same legal contentions, namely, that the defendant in an ""infringement suit"", having raised a ""counter-claim"" seeking revocation of a patent, the validity of such a challenge can be determined only at the hands of the High Court, i.e., while dealing with the ""counter-claim"". ",1
58,"And that, the ""Appellate Board"" would thereafter (after the filing of the ""counter-claim"" in the ""infringement suit""), cease to have the jurisdiction to adjudicate upon the validity of the patent. ",1
58,"The different submissions advanced at the hands of the learned counsel for the appellants, on the instant aspect of the matter, are being summarized hereunder: ",2
58,"Firstly, it was submitted, that where a ""counter-claim"" is instituted in response to a suit for infringement of a patent in the High Court, there can be no further proceeding in the ""revocation petition"" filed before the ""Appellate Board"". ",2
58,"In this behalf it was further contended, that it would make no difference, whether such proceedings had been instituted prior to, or after the filing of the suit for infringement. ",2
58,"Secondly, it was contended, that the jurisdiction of a High Court to decide a ""counter-claim"" for revocation, was exclusive, and could not be taken away, by initiating proceedings simultaneously, before the ""Appellate Board"". ",2
58,"In this behalf it was sought to be explained, that the proceedings before the High Court in furtherance of the ""counter-claim"", would negate all similar proceedings against the same patent, on the same grounds, before the subordinate forum (the ""Appellate Board""), for the simple reason, that the inferior forum would have to make way for the superior forum. ",2
58,"Thirdly, it was submitted, that the jurisdiction vested with the High Court, to decide a ""counter-claim"" seeking revocation of a patent in a suit for infringement, could not be taken away by an independent petition for revocation, of the same patent, and on the same grounds, pending before the ""Appellate Board"". ",2
58,"In this behalf it was submitted that the ""Appellate Board"" was only an administrative tribunal, which was neither superior to the High Court nor vested with a coequal status (as that of the High Court). ",2
58,"Accordingly it was submitted, that the determination by the ""Appellate Board"" which could even otherwise be corrected by the High Court (in an appropriate case, through writ proceeding) could not be allowed to derail the plea of revocation raised through the ""counter-claim"", before the High Court. ",2
58,"Fourthly, it was contended that once a ""counter-claim"" for revocation was instituted, the High Court alone would be vested with the charge for determining the merits of the plea of revocation. ",2
58,"Placing reliance on the proviso to section 104 of the Patents Act, it was sought to be asserted that once a ""counter-claim"" had been filed in a suit for infringement, the same was liable to be transferred to the High Court for determination. ",2
58,"Before we venture to deal with the submissions advanced at the hands of the learned counsel for the appellants, it is important to first analyze the options available for revocation of a patent section 64(1). ",1
58,"In our considered view, section 64(1) vests the liberty to raise a challenge to a patent in three different circumstances. ",1
58,"Firstly, on a petition by ""any person interested"". ",1
58,"Secondly, on a petition of the Central Government. ",1
58,"In case of the above two options, the petition for revocation would lie before the ""Appellate Board"". ",1
58,"Thirdly, by way of a ""counter-claim"" in a suit for infringement of a patent. ",1
58,The third option is adjudicable only by the jurisdictional High Court. ,1
58,"In view of the mandate contained in the provisions of the Patents Act, the locus standi for revocation of a patent, is available to three different entities, namely, ""any person interested"", ""the Central Government"", and to a defendant in an ""infringement suit"" by way of a ""counter-claim"". ",1
58,"Depending on the specific part of the provision relied on, such challenge is permissible before two different fora, i.e., the ""Appellate Board"", or the jurisdictional High Court. ",1
58,Our above determination emerges from a reading of Ss. ,0
58,64(1) and 104 of the Patents Act. ,0
58,"A perusal of section 64(1) of the Patents Act reveals, that more or less, generally speaking, revocation of a patent can be sought; if the patent was granted, despite there being a valid and genuine claim, of earlier priority (sub-s. ",0
58,(1)(a) of Section 64); or if the patent was granted to a person not entitled to the same (sub-s. ,0
58,"(1)(b) of Section 64); or if the patent was granted, wrongfully overlooking the rights of another (sub-s. ",0
58,"(1)(c) of Section 64); or if the patent was granted in respect of a matter, which is not an invention (sub-s. ",0
58,"(1)(d) of Section 64); or if the patent was granted in respect of a matter, which was not new (sub-s. ",0
58,"(1)(e) of Section 64); or if the patent was granted in respect of a matter, which is obvious, or does not involve any inventive step (sub-s. ",0
58,"(1)(f) of Section 64); or if the patent was granted in respect of a matter, which is not useful (sub-s. ",0
58,"(1)(g) of Section 64); or if the patent is granted in respect of a matter, which does not fully explain the description, or the working of the invention, to a person having a nexus to the subject to which the invention relates (sub-s. ",0
58,"(1)(h) of Section 64); or if the patent was granted in respect of a matter, which is not distinctly and definitely ascertainable (sub-s. ",0
58,"(1)(i) of Section 64); or if the patent was granted, on the basis of an inaccurate depiction/portrayal of the matter (sub-s. ",0
58,"1(j) of Section 64); or if the patent was granted in respect of a matter, which could not have been granted if the matter had been fully and completely disclosed (sub-s. ",0
58,"(1)(k) of Section 64); or if the patent was granted in respect of a matter, which was already secretly being used in India (sub-s. ",0
58,"(1)(l) of Section 64); or if the patent was granted, despite the failure to disclose the information of prosecuting an application for the grant of a patent, in a foreign country, or if such information had been wrongly furnished (sub-s. ",0
58,"(1)(m) of Section 64); or if the directions of secrecy, issued under the Patents Act, have been violated, or if an application has been made by a person resident in India for the grant of a patent outside India (sub-s. ",0
58,(1)(n) of Section 64); or if the amendment to the specification of the patent was obtained by fraud (sub-s. ,0
58,"(1)(o) of Section 64); or if the details of the invention, do not disclose (or wrongly disclose), the source or the origin of the biological material used therein (sub-s. ",0
58,"(1)(p) of Section 64); or if the details of the invention, were available within any local or indigenous community in India or elsewhere (sub-s. ",0
58,(1) (q) of section 64). ,0
58,"We shall now briefly notice, the remedies available to a person interested for raising a challenge to a patent granted to an individual or an entity, under the Patents Act, other than section 64. ",1
58,"It is critical, in the facts and circumstances of this case, to interpret section 64 of the Patents Act, in conjunction with the other provisions of the Patents Act, whereunder, the grant of a patent can also be assailed. ",1
58,"In this behalf, first and the foremost, reference needs to be made to section 25 of the Patents Act. ",1
58,section 25 is being extracted herein: ,0
58,"Opposition to the patent- (1) Where an application for a patent has been published but a patent has not been granted, any person may, in writing, represent by way of opposition to the Controller against the grant of patent on the ground- ",0
58,"(a) that the applicant for the patent or the person under or through whom he claims, wrongfully obtained the invention or any part thereof from him or from a person under or through whom he claims; ",0
58,(b) that the invention so far as claimed in any claim of the complete specification has been published before the priority date of the claim- ,0
58,"(i) in any specification filed in pursuance of an application for a patent made in India on or after the 1st day of January, 1912; or ",0
58,"(ii) in India or elsewhere, in any other document: Provided that the ground specified in sub-cl. ",0
58,(ii) shall not be available where such publication does not constitute an anticipation of the invention by virtue of sub-s. ,0
58,(2) or sub-s. ,0
58,(3) of section 29; ,0
58,"(c) that the invention so far as claimed in any claim of the complete specification is claimed in a claim of a complete specification published on or after the priority date of the applicant's claim and filed in pursuance of an application for a patent in India, being a claim of which the priority date is earlier than that of the applicant's claim; ",0
58,(d) that the invention so far as claimed in any claim of the complete specification was publicly known or publicly used in India before the priority date of that claim. ,0
58,"Explanation - For the purposes of this clause, an invention relating to a process for which a patent is claimed shall be deemed to have been publicly known or publicly used in India before the priority date of the claim if a product made by that process had already been imported into India before that date except where such importation has been for the purpose of reasonable trial or experiment only; ",0
58,"(e) that the invention so far as claimed in any claim of the complete specification is obvious and clearly does not involve any inventive step, having regard to the matter published as mentioned in cl. ",0
58,(b) or having regard to what was used in India before the priority date of the applicant's claim; ,0
58,"(f) that the subject of any claim of the complete specification is not an invention within the meaning of this Act, or is not patentable under this Act; ",0
58,(g) that the complete specification does not sufficiently and clearly describe the invention or the method by which it is to be performed; ,0
58,(h) that the applicant has failed to disclose to the Controller the information required by section 8 or has furnished the information which in any material particular was false to his knowledge; ,0
58,"(i) that in the case of a convention application, the application was not made within twelve months from the date of the first application for protection for the invention made in a convention country by the applicant or a person from whom he derives title; ",0
58,(j) that the complete specification does not disclose or wrongly mentions the source or geographical origin of biological material used for the invention; ,0
58,"(k) that the invention so far as claimed in any claim of the complete specification is anticipated having regard to the knowledge, oral or otherwise, available within any local or indigenous community in India or elsewhere, but on no other ground, and the Controller shall, if requested by such person for being heard, hear him and dispose of such representation in such manner and within such period as may be prescribed. ",0
58,"(2) At any time after the grant of patent but before the expiry of a period of one year from the date of publication of grant of a patent, any person interested may give notice of opposition to the Controller in the prescribed manner on any of the following grounds, namely:- ",0
58,"(a) that the patentee or the person under or through whom he claims, wrongfully obtained the invention or any part thereof from him or from a person under or through whom he claims; ",0
58,"(ii) in India or elsewhere, in any other document: ",0
58,Provided that the ground specified in sub-cl. ,0
58,(ii) shall not be available where such publication does not constitute an anticipation of the invention by virtue of sub-s. ,0
58,(2) or sub-s. ,0
58,(3) of section 29; ,0
58,"(c) that the invention so far as claimed in any claim of the complete specification is claimed in a claim of a complete specification published on or after the priority date of the claim of the patentee and filed in pursuance of an application for a patent in India, being a claim of which the priority date is earlier than that of the claim of the patentee; ",0
58,"Explanation.- For the purposes of this clause, an invention relating to a process for which a patent is claimed shall be deemed to have been publicly known or publicly used in India before the priority date of the claim if a product made by that process had already been imported into India before that date except where such importation has been for the purpose of reasonable trial or experiment only; ",0
58,(h) that the patentee has failed to disclose to the Controller the information required by section 8 or has furnished the information which in any material particular was false to his knowledge; ,0
58,"(i) that in the case of a patent granted on a convention application, the application for patent was not made within twelve months from the date of the first application for protection for the invention made in a convention country or in India by the patentee or a person from whom he derives title; ",0
58,(j) that the complete specification does not disclose or wrongly mentions the source and geographical origin of biological material used for the invention; ,0
58,"(k) that the invention so far as claimed in any claim of the complete specification was anticipated having regard to the knowledge, oral or otherwise, available within any local or indigenous community in India or elsewhere, but on no other ground. ",0
58,"(3) (a) Where any such notice of opposition is duly given under sub-section (2), the Controller shall notify the patentee. ",0
58,"(b) On receipt of such notice of opposition, the Controller shall, by order in writing, constitute a Board to be known as the Opposition Board consisting of such officers as he may determine and refer such notice of opposition along with the documents to that Board for examination and submission of its recommendations to the Controller. ",0
58,(c) Every Opposition Board constituted under cl. ,0
58,(b) shall conduct the examination in accordance with such procedure as may be prescribed. ,0
58,"(4) On receipt of the recommendation of the Opposition Board and after giving the patentee and the opponent an opportunity of being heard, the ",0
58,Controller shall order either to maintain or to amend or to revoke the patent. ,0
58,(5) While passing an order under sub-s. ,0
58,(4) in respect of the ground mentioned in cl. ,0
58,(d) or cl. ,0
58,"(e) of sub-section (2), the Controller shall not take into account any personal document or secret trial or secret use. ",0
58,(6) In case the Controller issues an order under sub-s. ,0
58,"(4) that the patent shall be maintained subject to amendment of the specification or any other document, the patent shall stand amended accordingly."" ",0
58,"A perusal of section 25 of the Patents Act reveals, that ""any person"", and not just a ""person interested"" (as in the case of section 64 of the Patents Act), can ""represent by way of opposition"" against an application filed for the grant of a patent. ",1
58,"This opportunity, has been made available, even before a patent has been granted. ",1
58,"This opposition to the grant of a patent materializes, after an application for the grant of a patent has been published. ",1
58,"More or less, generally speaking, the grant of a patent can be opposed, if the applicant for the patent, had wrongfully obtained the invention, from the representationist, who opposes the grant of the patent (sub-s. ",1
58,"(1)(a) of Section 25); or if the application for the patent is published, before the priority date of the claim (sub-s. ",1
58,"(1)(b) of Section 25); or if the application for a patent in respect of an invention is published, after an application for the same invention, has already been published (sub-s. ",1
58,"(1)(c) of Section 25); or if an invention, in respect whereof a patent is sought, was publicly known or used before the priority date (sub-s. ",1
58,"(1)(d) of Section 25); or if an application is in respect of a matter, which is obvious and does not involve any inventive step (sub-s. ",1
58,"(1)(e) of Section 25); or if an application for a patent has been made in respect of a matter, which is not an invention (sub-s. ",1
58,"(1)(f) of Section 25); or if an application for a patent, has been made in a manner which does not clearly describe the invention, or the method by which it is to be performed (sub-s. ",1
58,"(1)(g) of Section 25); or if the applicant for a patent, has failed to disclose information, about his prosecuting an application for the grant of a patent, in a foreign country (sub-s. ",1
58,"(1)(h) of Section 25); or if the application for a patent, is in the nature of a convention application, and the application was made after more than one year, after the first application was made in a convention country (sub-s. ",1
58,"(1)(i) of Section 25); or if the application for a patent does not disclose (or wrongly discloses), the source or the origin of the biological material used therein (sub-s. ",1
58,"(1)(j) of Section 25); or if the application for an invention, is in respect of a matter which can be anticipated, having regard to the knowledge available within any local or indigenous community, in India or elsewhere (sub-s. ",1
58,(1)(k) of section 25). ,1
58,"A perusal of section 25(2) reveals that only a ""person interested"" and not ""any person"" (as in the case of section 25(1) of the Patents Act) may challenge the grant of a patent, within one year of the publication of such grant, by issuing a ""notice of opposition"" to the ""Controller"". ",1
58,"The above provision also reveals, more or less, generally speaking, such ""notice of opposition"" to the ""Controller"" can be made on the grounds depicted in sub-ss. ",1
58,"(1)(a), (b), (c), (d), (e), (f), (h), (m), and (o) of section 64 of the Patents Act. ",1
58,"The remaining grounds for raising a challenge under section 25(2), coincide with those contained in section 25(1) of the Patents Act. ",1
58,"A challenge to the grant of a patent, through a ""notice of opposition"" is available, on all the grounds of challenge permitted to oppose, an application for the grant of a patent under sub-s. ",1
58,(1) of section 25. ,1
58,"There is however a substantial difference in the locus, for raising such a challenge, after the patent has been granted. ",1
58,"Whereas ""any person"" can ""represent by way of opposition"", to an application for the grant of a patent (under section 25(1) of the Patents Act), only a ""person interested"" can challenge the grant of a patent by issuing a ""notice of opposition"" (under section 25(2) of the Patents Act). ",1
58,"On the subject of locus, therefore, section 25(2) and section 64(1), are alike, inasmuch as, the locus to raise a challenge to a patent granted, lies with ""any person interested"" in both of these provisions. ",1
58,"A challenge to the grant of a patent can also be raised by a defendant in a ""patent infringement suit"". ",1
58,"This can be done by the defendant by filing a ""counter-claim"" in a ""patent infringement suit"". ",1
58,"When a challenge is raised at the pre-grant stage, under section 25(1) of the Patents Act, the same is liable to be determined at the hands of the ""Controller"". ",1
58,"An order passed by the ""Controller"" can be assailed by way of an appeal before the ""Appellate Board"". ",1
58,"When a challenge is raised under section 25(2), it must be raised within one year of the publication of the grant (of patent). ",1
58,"The same has to be examined, in the first instance, by an ""Opposition Board"" contemplated under section 25(3). ",1
58,"The recommendations made by the ""Opposition Board"" are then to be placed before the ""Controller"" for consideration. ",1
58,"After issuing notice to the patent-holder, and after affording an opportunity of hearing to the patent-holder, the ""Controller"" is required to pass the final order, on a notice of opposition filed under section 25(2). ",1
58,"Such order passed by the ""Controller"" is assailable by way of an appeal, before the ""Appellate Board"". ",1
58,"A challenge raised by ""any person interested"", section 64(1), is liable to be adjudicated, at the very first instance, by the ""Appellate Board"". ",1
58,"If in response to an ""infringement suit"", the defendant files a ""counter-claim"" seeking the revocation of the concerned patent, the said process of adjudication would lie before the jurisdictional High Court (see, the proviso to Ss. ",1
58,64(1) and 104 of the Patents Act). ,1
58,"Having heard learned counsel, and having examined the different provisions of the Patents Act, relating to revocation of patents, we shall now endeavour to examine the controversy in hand. ",1
58,"In our considered view, section 64 of the Patents Act needs a close examination. ",1
58,"section 64 aforementioned, is prefaced by the words ""Subject to the provisions contained in this Act,....."". ",1
58,"And not by the words, ""Without prejudice to the provisions contained in this Act....."", or ""Notwithstanding the provisions contained in this Act..."". ",1
58,"The words with which the legislature has prefaced Section 64, necessarily lead to the inference, that the provisions contained in section 64 are subservient to all the other provisions contained in the Patents Act. ",1
58,"This exordium to section 64 of the Patents Act mandates, that the directive contained in Section 64, would be subservient and deferential, to the other provisions of the Patents Act. ",1
58,"Stated simply, if there is any provision under the Patents Act, which is in conflict with the mandate contained in Section 64, section 64 of the Patents Act would stand eclipsed, and the other provision(s), would govern the field under reference. ",1
58,"Therefore, no interpretation can be placed on section 64 of the Patents Act, which will be in conflict with, any other provision(s) of the Patents Act. ",1
58,"If any proceedings have been initiated by ""any person interested"", under section 25(2) of the Patents Act, the same will eclipse the right of the same person to file a ""revocation petition"" section 64(1) of the Patents Act. ",1
58,"And also, to invoke the right granted section 64(1) of the Patents Act, to file a ""counter-claim"" (in response to an ""infringement suit"", to seek the revocation of a patent). ",1
58,"This, in our view, would be the natural effect of the words, ""Subject to the provisions contained in this Act....."", appearing at the beginning of section 64(1) of the Patents Act. ",1
58,"And if, the above meaning is not to be assigned to the words ""Subject to the provisions of this Act....."", they would be redundant and superfluous. ",1
58,It is however not necessary to pay a serious thought to the situation referred to above. ,1
58,"The above situation, in our considered view, is unlikely to ever arise. ",1
58,"This is because, section 25 of the Patents Act, inter alia, provides for the procedure, for the grant of a patent. ",1
58,The procedure commences with the filing of an application. ,1
58,The second step contemplates publication of the details of the patent sought. ,1
58,"The next step envisages, the filing of representations by way of opposition (to the grant of the patent). ",1
58,"This advances into a determination by the ""Controller"", to grant or refuse the patent. ",1
58,"The decision of the ""Controller"", leads to the publication of the grant (of the patent). ",1
58,This process finalises the decision of the grant of the patent. ,1
58,"All the same, it does not finally crystalise, the right of the patent holder. ",1
58,"After the grant is published, ""any person interested"", can issue a notice of opposition, within one year of the date of publication of the grant of a patent. ",1
58,"If and when, challenges raised to the grant of a patent are disposed of favourably, to the advantage of the patent holder, the right to hold the patent can then and then alone, be stated to have crystallized. ",1
58,"Likewise, if no notice of opposition is preferred, within one year of the date of publication of the grant of a patent, the grant would be deemed to have crystallized. ",1
58,"Thus, only the culmination of procedure contemplated under section 25(2) of the Patents Act, bestows the final approval to the patent. ",1
58,"Therefore, it is unlikely and quite impossible, that an ""infringement suit"" would be filed, while the proceedings under section 25(2) are pending, or within a year of the date of publication of the grant of a patent. ",1
58,"The defendant party to a suit for infringement, who seeks to repudiate the charge of infringement, is allowed to raise a ""counter-claim"", so as to enable him to raise a challenge, to the validity of the patent assigned to the author of the suit (under section 64 of the Patents Act). ",1
58,"This is so, because a ""counter-claim"" can be filed only by such person, against whom a suit for infringement has been filed (by the patent-holder). ",1
58,The grounds of such challenge have already been enumerated above. ,1
58,"A corrective mechanism is also available to ""any person interested"", to assail the grant of a patent section 64(1) of the Patents Act. ",1
58,"This is in addition, to a similar remedy provided to ""any person interested"", under section 25(2) of the Patents Act. ",1
58,"In the above scenario, it is necessary to first appreciate the true purport of the words ""any person interested"". ",1
58,"The term ""person interested"" has been defined in section 2(1)(t) of the Patents Act. ",1
58,"Unless the context otherwise requires, in terms of section 2(1)(t) aforementioned, a ""person interested"" would be one who is...""engaged in, or in promoting, research in the same field as that to which the invention relates"". ",1
58,"Simply stated, a ""person interested"" would include a person who has a direct, present and tangible interest with a patent, and the grant of the patent, adversely affects his above rights. ",1
58,"A ""person interested"" would include any individual who desires to make independent use of either the invention itself (which has been patented), or desires to exploit the process (which has been patented) in his individual production activity. ",1
58,"Therefore, the term ""any person interested"" is not static. ",1
58,"The same person, may not be a ""person interested"" when the grant of the concerned patent was published, and yet on account of his activities at a later point in time, he may assume such a character or disposition. ",1
58,"It is, therefore, that section 64 of the Patents Act additionally vests in ""any person interested"", the liberty to assail the grant of a patent, by seeking its revocation. ",1
58,"The grounds of such challenge, have already been enumerated above. ",1
58,"Based on the two remedies contemplated under section 64 of the Patents Act, the fifth contention of the learned counsel for the appellants was, that the use of the word ""or"" in section 64(1) demonstrates, that the liberty granted to any person interested to file a ""revocation petition"", to challenge the grant of a patent to an individual, cannot be adopted simultaneously by the same person, i.e., firstly, by filing a ""revocation petition"", and at the same time, by filing a ""counter-claim"" in a suit for infringement. ",1
58,"It is the submission of the learned counsel for the appellants, that the word ""or"" is clearly disjunctive, and cannot be read as conjunctive. ",2
58,"The above remedies, expressed in section 64(1) of the Patents Act, according to learned counsel, cannot be availed of by the same person, simultaneously. ",2
58,"According to learned counsel, the concerned person must choose one of the above remedies. ",2
58,"It is the pointed assertion of the learned counsel for the appellants, that in the present case the respondents, by assuming the position and posture of ""any person interested"", have filed ""revocation petition(s)"" to assail the same patent, which have at the same time been assailed by filing ""counter-claims"". ",2
58,"The above ""counter-claims"" have been filed in response to the ""infringement suit(s)"", preferred by the appellant. ",2
58,"It is the submission of the learned counsel for the appellants, that the respondents must choose only one, of the above remedies. ",2
58,"The course of action adopted by the respondents, according to the learned counsel for the appellants, could lead to one finding in the ""revocation petition"", and a different finding in the ""counter-claim"". ",2
58,"We do not have the slightest hesitation in accepting the above contention (fifth in the series of contentions), that even though more than one remedies are available to the respondents in section 64 of the Patents Act, the word ""or"" used therein separating the different remedies provided therein, would disentitle them, to avail of both the remedies, for the same purpose, simultaneously. ",1
58,"On principle also, this would be the correct legal position. ",1
58,"Keeping in view the submissions advanced at the hands of the learned counsel for the appellants (as have been noticed in the foregoing paragraphs), the question which arises for determination is, that having chosen both the above remedies, which one of the two, should the respondents, be permitted to pursue. ",1
58,"The answer to the above query, will, if possible, have to be determined from the provisions of the Patents Act itself. ",1
58,"In this behalf we may at the outset record, that learned counsel for the rival parties, did not invite our attention to any provision from the Patents Act, which would provide a clear pointer, to the course to be adopted. ",1
58,"Whilst it was undoubtedly submitted, on the one hand, that the choice should fall in favour of the superior forum. ",1
58,"Details about the locus, in respect of other challenges have been narrated in paragraph 16 hereinabove. ",1
